Question-ID,Principle,Indicators,Questions,Plain-english,Explanation,Author,DAO,Search_Difficulty,Document,Response-Values-2024_03_10,Points,Points-NA
BSP-12,Broad Stakeholder Participation,Management,Does the DAO have a well-defined procedure for how members can take defined leadership or management roles?,Partial,"Members can create and undertake a part-time role through a four-step process:
1. Post proposed role details to the forum here.
2. Integrate feedback and post for a vote on Snapshot.
3. Track tasks in the relevant Dework board.
4. Enter work log and hours in the Roles tab of the Ops budget sheet by the end of the month.

For Multisig Signatories, Signatories are elected annually by a vote of members, and and a selection of internal roles.

Though, a procedure for becoming a delegate could not be found.",Charles Adjovu,dOrg,Medium,"Updating Signers, Help with Operations",Partial,50.0,54.165
BSP-13,Broad Stakeholder Participation,Economic,Does the DAO provide members multifaceted activities to receive rewards?,Yes,"Members can earn compensation and Rep by contributing to completing a client project. Members can also earn Rep by:

- ""Attend an AHM (50 rep), Ask a tough tech question 
- Participate in feedback forms (50 rep) 
- Tweeter Participation (up to 150 rep)
- Meetup IRL (150 rep)
- Attend a Retreat (2000 rep)
- Publicly rep dOrg - major (2000 rep)
- Publicly rep dOrg - minor (500 rep)
- Refer a Member (2000 rep)""",Charles Adjovu,dOrg,Medium,"Help with Operations, Using dOrg, Structure",Yes,100.0,108.333
CBC-01,Cross-border Coordination,Geolocation,Does the DAO have leadership from multiple geographic regions?,Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
CBC-02,Cross-border Coordination,Geolocation,Does the DAO have members in multiple geographic regions?,Yes,"dOrg has members from multiple geographic regions, including Venezuela and the United States of America.",Charles Adjovu,dOrg,,"We've shared with Aragon our experience as a ServiceDAO building DAOs, Discover the upcoming events we'll be at!",Yes,100.0,100.000
CBC-03,Cross-border Coordination,Geolocation,Does the DAO have managers from multiple geographic regions?,Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
PDC-01,Practicing DAO Cooperativism,Economic,Does the DAO have a collective treasury (or multisig account)?,Yes,dOrg's collective treasury is managed as a Gnosis Safe on Polygon and Ethereum.,Charles Adjovu,dOrg,,"Structure, dOrg Mainnet Safe",Yes,100.0,100.000
PDC-02,Practicing DAO Cooperativism,Measurement,"Does the DAO have currencies recognizing value beyond financial relations, such as labor, contributor well-being, or environmental impact?",Yes,The $dRep token is used to recognize labor contributed to dOrg via client projects or internal work.,Charles Adjovu,dOrg,,"Structure, Using dOrg, dOrg Rep (dRep) Token Tracker",Yes,100.0,100.000
PDC-03,Practicing DAO Cooperativism,Identity,Does the DAO have a collective membership mark to signify membership in the DAO?,Yes,The $dRep token is used to recognize membership in dOrg.,Charles Adjovu,dOrg,,"Structure, Using dOrg",Yes,100.0,100.000
PDC-04,Practicing DAO Cooperativism,Economic,Does the DAO redistribute profits/surplus on a basis other than capital holdings?,Partial,dOrg members can select any method for making distributions of profit/surplus to members or non-members.,Charles Adjovu,dOrg,Medium,"""Restated Operating Agreement of dOrg, LLC""",Partial,50.0,50.000
PDC-05,Practicing DAO Cooperativism,Accountability,Does the DAO have any accountability mechanisms that subject the power of leaders and managers to the members?,Yes,Members can vote to remove leaders and managers through the member removal process.,Charles Adjovu,dOrg,Easy,Member Removal Process,Yes,100.0,100.000
PDC-06,Practicing DAO Cooperativism,Accountability,"Does the DAO have an amendment procedure for its rules, procedures or policies?",Yes,"dOrg's governance process and organizing documents (Operating Agreement, Contractor Services Agreement) can be amended by following dOrg's governance process that is currently applicable.",Charles Adjovu,dOrg,Medium,"""Restated Operating Agreement of dOrg, LLC"", Structure",Yes,100.0,100.000
PDC-07,Practicing DAO Cooperativism,Accountability,Does the DAO have a decision-making matrix?,Partial,"dOrg requires members to follow the governance process via proposals for ""for all treasury expenditures and legal decisions, such as adding or removing a member, initiating a client project, altering Rep issuance mechanics, or funding a new initiative."" The governance process via proposals is not required for ""[p]roject-level matters and role-specific tasks,"" unless a dispute arises.",Charles Adjovu,dOrg,,"""Restated Operating Agreement of dOrg, LLC"", Structure",Partial,50.0,50.000
PDC-08,Practicing DAO Cooperativism,Measurement,"Does the DAO have metrics beyond governance and finance, such as contributor well-being or happiness?",Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
PDC-09,Practicing DAO Cooperativism,Ownership,Does the DAO have separate tokens for governance and economic rights?,No,The $dRep token can be used for exercising both governance and economic rights.,Charles Adjovu,dOrg,Easy,Using dOrg,No,0.0,0.000
PDC-10,Practicing DAO Cooperativism,Economic,Does the DAO not make governance tokens tradeable?,Yes,The $dRep token is a non-transferable ERC-20 token.,Charles Adjovu,dOrg,Easy,Structure,Yes,100.0,100.000
PDC-11,Practicing DAO Cooperativism,Engagement,Does the DAO provide education and training opportunities for members to meaningful participate in governance?,Partial,"dOrg lists voting on a Snapshot proposal as an action item for new hires, but dOrg does not mention any educational or training opportunities to learn dOrg's governance processes and the tools, e.g., Snapshot, involved in governance.",Charles Adjovu,dOrg,Medium,Onboarding,Partial,50.0,50.000
CPB-01,Cultural Patterns and Brand,Narratives,Does the DAO publish content on its activites in its' public channels?,Yes,"dOrg posts about its activities in dOrg’s Monthly Newsletter on Substack.
",Charles Adjovu,dOrg,Easy,dOrg’s Monthly Newsletter,Yes,100.0,100.000
CPB-02,Cultural Patterns and Brand,Identity,"Does the DAO make an explicit, clearly articulated statement of its purpose, values and norms?",Yes,"dOrg's mission is to build decentralized tools and applications to advance towards ""a world where power is robustly decentralized– institutions are transparent and self-governing; coordination happens without extractive intermediaries; wealth is fairly distributed; and people have more time for meaningful pursuits.""

dOrg's values are: 1) Autonomous Action, 2) Transparency, 3) Participatory Meritocracy, and 4) Inclusion & Respect. ",Charles Adjovu,dOrg,Easy,Big Picture,Yes,100.0,100.000
IDA-01,Information & Data Transparency,Analytics,Does the DAO provide an organizational analytics dashboard?,Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
IDA-02,Information & Data Transparency,Information,"Does the DAO make its governance activities (e.g., proposals, decisions) publicly accessible at free to low-cost?",Yes,dOrg's proposals and decision records can be found on Snapshot at free to low-cost.,Charles Adjovu,dOrg,Medium,"dOrg proposals on Snapshot, Tool Stack",Yes,100.0,100.000
IDA-03,Information & Data Transparency,Information,"Does the DAO make its organizational documents (bylaws, policies, strategic plan, etc.) publicly accessible at free to low-cost?",Yes,dOrg's Operating Agreement and Contractor Agreement are publicly accessible at free to low-cost on GitHub.,Charles Adjovu,dOrg,,"""Restated Operating Agreement of dOrg, LLC"", Contractor Agreement",Yes,100.0,100.000
IDA-04,Information & Data Transparency,Information,"Does the DAO make its technologies open source or source available, and publicly accessible at free to low-cost?",Partial,Homebase is licensed under the MIT license.,Charles Adjovu,dOrg,,"Tezos Homebase, Tezos Homebase's MIT License",Partial,50.0,50.000
IDA-05,Information & Data Transparency,Audit,"Does the DAO explicitly report whether any Web3 tools it uses, internally or externally, have been audited?",Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
IDA-06,Information & Data Transparency,Information,"Does the DAO explicitly state that it operates on, or interacts with, more than one (1) blockchain?",Yes,"dOrg explicitly states that it has a Gnosis Safe on Polygon and Ethereum. Additionally, that dOrg will notarize actions on Gnosis Chain.",Charles Adjovu,dOrg,,"dOrg Treasury on Snapshot, Structure, ""Restated Operating Agreement of dOrg, LLC""",Yes,100.0,100.000
IDA-07,Information & Data Transparency,Compensation,Does the DAO explicitly describe it’s financial incentive or compensation structure for contributors?,Yes,"dOrg explicitly describes that a member can receive ""5% of deal up to 5k$"" for passing a potential source to a Sales specialist, and ""10% of revenue generated"" for a project sourced by the member their self. dOrg members can ""claim up to 10 hr/mo at $40/hr by logging contributions in the Swarm tab of the Ops budget sheet by the end of the month."" dOrg members with roles can receive compensation for their work based on hours logged in  ""the Roles tab of the Ops budget sheet by the end of the month."" Additionally, dOrg members can receive compensation from dedicated budgets for funded initiatives by logging work in an initiative's budgeting sheet.",Charles Adjovu,dOrg,,"Help with Operations, Source a Client Project, Structure, Ops Initiative Tracker",Yes,100.0,100.000
D2D-01,DAO2DAO,Transactions,Does the DAO have any planned transactions with another DAO?,Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
D2D-02,DAO2DAO,Transactions,Does the DAO have any current transactions with another DAO?,Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
OT-01,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for business-to-business operations?,No,dOrg does not have a tool for business-to-business operations.,Charles Adjovu,dOrg,Easy,Tool Stack,No,0.0,0.000
OT-02,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for treasury management?,Yes,dOrg uses Gnosis Safe for treasury management.,Charles Adjovu,dOrg,Easy,"Tool Stack, dOrg Mainnet Safe, dOrg Treasury on Snapshot",Yes,100.0,100.000
OT-03,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for contribution-tracking?,Yes,dOrg's use of Dework for task management can also be considered as contribution-tracking.,Charles Adjovu,dOrg,Easy,Tool Stack,Yes,100.0,100.000
OT-04,Organizational Technology,Tool,Does the DAO currently use any Web3 organizational technology for decision-making?,Yes,dOrg uses Snapshot for voting.,Charles Adjovu,dOrg,Easy,"Tool Stack, dOrg proposals on Snapshot",Yes,100.0,100.000
HCAG-01,Human-centered Algorithmic Governance,Accountability,Does the DAO explicitly acknowledge the possible vulnerabilities of algorithmic decision-making?,Does not answer question,,Charles Adjovu,dOrg,,,Does not answer question,0.0,0.000
